Node1	Node2	Frequency	Direction
IF4E_HUMAN	IF4G1_HUMAN	0.04	U
IGBP1_HUMAN	PP4C_HUMAN	0.04	U
IKBA_HUMAN	NFKB1_HUMAN	0.04	U
IKKA_HUMAN	IKKB_HUMAN	0.04	U
IKKA_HUMAN	NEMO_HUMAN	0.04	U
IKKA_HUMAN	TRAF2_HUMAN	0.04	U
IKKB_HUMAN	CYLD_HUMAN	0.04	D
IKKB_HUMAN	DOK1_HUMAN	0.04	D
IMA1_HUMAN	IMB1_HUMAN	0.04	U
IMB1_HUMAN	RAN_HUMAN	0.04	U
INSI1_HUMAN	PGRC1_HUMAN	0.04	U
INSI1_HUMAN	SCAP_HUMAN	0.04	U
INT12_HUMAN	SUMO2_HUMAN	0.04	U
IRAK1_HUMAN	Q6FIE9_HUMAN	0.04	U
IRAK1_HUMAN	TRAF6_HUMAN	0.04	U
K7PPA8_HUMAN	MDM2_HUMAN	0.04	U
K7PPA8_HUMAN	NOC2L_HUMAN	0.04	U
K7PPA8_HUMAN	PPIF_HUMAN	0.04	U
K7PPA8_HUMAN	SIR1_HUMAN	0.04	U
K7PPA8_HUMAN	TOPK_HUMAN	0.04	U
KAPCA_HUMAN	AKP13_HUMAN	0.04	D
KAPCA_HUMAN	CBX3_HUMAN	0.04	D
KAPCA_HUMAN	CDK16_HUMAN	0.04	D
KAPCA_HUMAN	CFTR_HUMAN	0.04	D
KAPCA_HUMAN	GDIR1_HUMAN	0.04	D
KAPCA_HUMAN	GRP2_HUMAN	0.04	D
KAPCA_HUMAN	H14_HUMAN	0.04	D
KAPCA_HUMAN	KC1A_HUMAN	0.04	D
KAPCA_HUMAN	LASP1_HUMAN	0.04	D
KAPCA_HUMAN	NDE1_HUMAN	0.04	D
KAPCA_HUMAN	NFAC1_HUMAN	0.04	D
KAPCA_HUMAN	PTBP1_HUMAN	0.04	D
KAPCA_HUMAN	PTN7_HUMAN	0.04	D
KAPCA_HUMAN	PYR1_HUMAN	0.04	D
KAPCA_HUMAN	SUN2_HUMAN	0.04	D
KAT6A_HUMAN	RUNX1_HUMAN	0.04	U
KC1A_HUMAN	NFAC3_HUMAN	0.04	D
KC1A_HUMAN	TADBP_HUMAN	0.04	D
KC1D_HUMAN	DVL2_HUMAN	0.04	D
KC1D_HUMAN	MDM2_HUMAN	0.04	D
KCC4_HUMAN	HNRPL_HUMAN	0.04	D
KDM1A_HUMAN	RCOR3_HUMAN	0.04	U
KDM1A_HUMAN	ZN217_HUMAN	0.04	U
KEAP1_HUMAN	SQSTM_HUMAN	0.04	U
KEAP1_HUMAN	T22D4_HUMAN	0.04	U
KHDR1_HUMAN	LCK_HUMAN	0.04	U
KHDR1_HUMAN	SRC_HUMAN	0.04	U
KHDR1_HUMAN	WBP4_HUMAN	0.04	U
KIF22_HUMAN	SIAH1_HUMAN	0.04	U
KLF10_HUMAN	SP1_HUMAN	0.04	U
KMT2A_HUMAN	MEN1_HUMAN	0.04	U
KMT2A_HUMAN	WDR5_HUMAN	0.04	U
KMT2B_HUMAN	WDR5_HUMAN	0.04	U
KPCA_HUMAN	CD3G_HUMAN	0.04	D
KPCA_HUMAN	COF1_HUMAN	0.04	D
KPCA_HUMAN	LRP1_HUMAN	0.04	D
KPCA_HUMAN	MARCS_HUMAN	0.04	D
KPCA_HUMAN	SRF_HUMAN	0.04	D
KPCA_HUMAN	THOC5_HUMAN	0.04	D
KPCA_HUMAN	VTNC_HUMAN	0.04	D
KPCD1_HUMAN	ARFP1_HUMAN	0.04	D
KPCD1_HUMAN	OSBP1_HUMAN	0.04	D
KPCD1_HUMAN	PI4KB_HUMAN	0.04	D
KPCD_HUMAN	CXCR4_HUMAN	0.04	D
KPCD_HUMAN	ELAV1_HUMAN	0.04	D
KPCL_HUMAN	KPCD1_HUMAN	0.04	D
KS6B1_HUMAN	EF2K_HUMAN	0.04	D
KS6B1_HUMAN	NCBP1_HUMAN	0.04	D
KS6B1_HUMAN	RPTOR_HUMAN	0.04	U
KS6B1_HUMAN	RS6_HUMAN	0.04	D
KS6B1_HUMAN	TCPB_HUMAN	0.04	D
KSYK_HUMAN	HCLS1_HUMAN	0.04	D
KSYK_HUMAN	IKZF1_HUMAN	0.04	D
KSYK_HUMAN	LCK_HUMAN	0.04	U
KTN1_HUMAN	RHOA_HUMAN	0.04	U
L7RRS6_HUMAN	RASH_HUMAN	0.04	U
L7RRS6_HUMAN	RB_HUMAN	0.04	U
L7RT18_HUMAN	RPGF1_HUMAN	0.04	U
LAP2B_HUMAN	LMNA_HUMAN	0.04	U
LAT_HUMAN	PLCG1_HUMAN	0.04	U
LCK_HUMAN	G3BP1_HUMAN	0.04	D
LCK_HUMAN	KPCT_HUMAN	0.04	D
LCK_HUMAN	PPAC_HUMAN	0.04	D
LCK_HUMAN	PTN6_HUMAN	0.04	D
LCK_HUMAN	SSBP3_HUMAN	0.04	D
LCK_HUMAN	ZAP70_HUMAN	0.04	D
LCP2_HUMAN	NCK1_HUMAN	0.04	U
LMNA_HUMAN	LMNB1_HUMAN	0.04	U
LMNA_HUMAN	TOIP1_HUMAN	0.04	U
LRP1_HUMAN	TSP1_HUMAN	0.04	U
M3K1_HUMAN	MP2K4_HUMAN	0.04	U
M3K2_HUMAN	MP2K4_HUMAN	0.04	U
M3K5_HUMAN	TRAF2_HUMAN	0.04	U
M3K5_HUMAN	ZN622_HUMAN	0.04	U
M3K7_HUMAN	TAB3_HUMAN	0.04	U
M3K7_HUMAN	TRAF6_HUMAN	0.04	U
MAML1_HUMAN	NOTC1_HUMAN	0.04	U
MAPK2_HUMAN	PLK1_HUMAN	0.04	D
MAPK2_HUMAN	RTN4_HUMAN	0.04	D
MARH7_HUMAN	UBP7_HUMAN	0.04	U
MCM10_HUMAN	MCM6_HUMAN	0.04	U
MCM2_HUMAN	MCM6_HUMAN	0.04	U
MCM4_HUMAN	MCM6_HUMAN	0.04	U
MCM4_HUMAN	MCM7_HUMAN	0.04	U
MDM2_HUMAN	MDM4_HUMAN	0.04	U
MDM2_HUMAN	MTBP_HUMAN	0.04	U
MDM2_HUMAN	RB_HUMAN	0.04	U
MDM2_HUMAN	UB2D2_HUMAN	0.04	U
MED13_HUMAN	MED1_HUMAN	0.04	U
MED17_HUMAN	MED1_HUMAN	0.04	U
MERL_HUMAN	NHRF1_HUMAN	0.04	U
MK01_HUMAN	ABI1_HUMAN	0.04	D
MK01_HUMAN	CENPE_HUMAN	0.04	D
MK01_HUMAN	ERF_HUMAN	0.04	D
MK01_HUMAN	EXOC7_HUMAN	0.04	D
MK01_HUMAN	NU153_HUMAN	0.04	D
MK01_HUMAN	PML_HUMAN	0.04	D
MK01_HUMAN	RHG09_HUMAN	0.04	U
MK01_HUMAN	RUNX1_HUMAN	0.04	D
MK01_HUMAN	VINEX_HUMAN	0.04	D
MK08_HUMAN	4ET_HUMAN	0.04	D
MK14_HUMAN	MAPK2_HUMAN	0.04	D
MK14_HUMAN	MEF2A_HUMAN	0.04	D
MK14_HUMAN	SL9A1_HUMAN	0.04	D
MK14_HUMAN	ZNHI1_HUMAN	0.04	D
MLH1_HUMAN	PMS2_HUMAN	0.04	U
MLH1_HUMAN	ZC11A_HUMAN	0.04	U
MORC3_HUMAN	SUMO2_HUMAN	0.04	U
MP2K4_HUMAN	MK08_HUMAN	0.04	D
MSH6_HUMAN	PCNA_HUMAN	0.04	U
MTG8R_HUMAN	MTG8_HUMAN	0.04	U
MTG8_HUMAN	NCOR1_HUMAN	0.04	U
MTOR_HUMAN	4EBP1_HUMAN	0.04	D
MTOR_HUMAN	AKTS1_HUMAN	0.04	D
MTOR_HUMAN	ANR17_HUMAN	0.04	D
MTOR_HUMAN	BRD9_HUMAN	0.04	D
MTOR_HUMAN	ELL_HUMAN	0.04	D
MTOR_HUMAN	LARP1_HUMAN	0.04	D
MTOR_HUMAN	PATL1_HUMAN	0.04	D
MTOR_HUMAN	RICTR_HUMAN	0.04	U
MTOR_HUMAN	SRRM2_HUMAN	0.04	D
MTOR_HUMAN	UBR4_HUMAN	0.04	D
MTOR_HUMAN	ULK1_HUMAN	0.04	D
MYB_HUMAN	SUMO1_HUMAN	0.04	U
NAB1_HUMAN	SUMO2_HUMAN	0.04	U
NCOA1_HUMAN	RARA_HUMAN	0.04	U
NCOR1_HUMAN	RARA_HUMAN	0.04	U
NEDD4_HUMAN	SGK1_HUMAN	0.04	U
NEDD4_HUMAN	UB2D2_HUMAN	0.04	U
NEDD4_HUMAN	UB2E1_HUMAN	0.04	U
NEDD4_HUMAN	UB2L3_HUMAN	0.04	U
NEDD4_HUMAN	WBP2_HUMAN	0.04	U
NFYA_HUMAN	SP1_HUMAN	0.04	U
NHRF1_HUMAN	PHAG1_HUMAN	0.04	U
NOL8_HUMAN	RRAGA_HUMAN	0.04	U
NONO_HUMAN	SFPQ_HUMAN	0.04	U
NOTC1_HUMAN	SNW1_HUMAN	0.04	U
NPM_HUMAN	NUCL_HUMAN	0.04	U
NSF1C_HUMAN	TERA_HUMAN	0.04	U
NSF1C_HUMAN	VCIP1_HUMAN	0.04	U
NTF2_HUMAN	RAN_HUMAN	0.04	U
NU107_HUMAN	NU133_HUMAN	0.11	U
NUMA1_HUMAN	SUMO2_HUMAN	0.04	U
NUMBL_HUMAN	TRAF6_HUMAN	0.04	U
NUP88_HUMAN	NUP98_HUMAN	0.04	U
P53_HUMAN	RAD51_HUMAN	0.04	U
P53_HUMAN	SUMO1_HUMAN	0.04	U
P53_HUMAN	TP53B_HUMAN	0.04	U
P53_HUMAN	UBP7_HUMAN	0.04	U
PAK1_HUMAN	FLNA_HUMAN	0.04	D
PAK1_HUMAN	FXR1_HUMAN	0.04	D
PAK1_HUMAN	MINT_HUMAN	0.04	D
PAK1_HUMAN	PA2G4_HUMAN	0.04	D
PAK1_HUMAN	STMN1_HUMAN	0.04	D
PCNA_HUMAN	RAD18_HUMAN	0.04	U
PCNA_HUMAN	RFC1_HUMAN	0.04	U
PCNA_HUMAN	UBP1_HUMAN	0.04	U
PDS5A_HUMAN	SMC3_HUMAN	0.04	U
PDS5B_HUMAN	RAD21_HUMAN	0.04	U
PEX10_HUMAN	PEX19_HUMAN	0.04	U
PEX19_HUMAN	PEX3_HUMAN	0.04	U
PININ_HUMAN	PNISR_HUMAN	0.08	U
PININ_HUMAN	SRRM2_HUMAN	0.04	U
PKHO1_HUMAN	PRS8_HUMAN	0.04	U
PKN1_HUMAN	RHOA_HUMAN	0.04	U
PLEC_HUMAN	VIME_HUMAN	0.04	U
PLK1_HUMAN	ATX10_HUMAN	0.04	D
PLK1_HUMAN	BIRC5_HUMAN	0.04	D
PLK1_HUMAN	CLIP1_HUMAN	0.04	D
PLK1_HUMAN	GTSE1_HUMAN	0.04	D
PLK1_HUMAN	NUDC_HUMAN	0.04	D
PLK1_HUMAN	PCNT_HUMAN	0.04	D
PLK1_HUMAN	PMYT1_HUMAN	0.04	D
PLK1_HUMAN	TERF1_HUMAN	0.04	D
PLK1_HUMAN	TOP2A_HUMAN	0.04	D
PMYT1_HUMAN	CDK1_HUMAN	0.04	D
PP4C_HUMAN	PP4R2_HUMAN	0.04	U
PPIP1_HUMAN	PTN18_HUMAN	0.04	U
PPIP1_HUMAN	WASP_HUMAN	0.04	U
PR40A_HUMAN	SF3A1_HUMAN	0.04	U
PRKDC_HUMAN	CASP2_HUMAN	0.04	D
PRKDC_HUMAN	HNRPU_HUMAN	0.04	D
PRKN2_HUMAN	PSMD4_HUMAN	0.04	U
PRKN2_HUMAN	UB2J1_HUMAN	0.04	U
PRKN2_HUMAN	UB2L3_HUMAN	0.04	U
PRP19_HUMAN	RBM5_HUMAN	0.04	U
PRPF3_HUMAN	SF3B2_HUMAN	0.04	U
PRPF3_HUMAN	U2AF2_HUMAN	0.04	U
PRS6B_HUMAN	PRS8_HUMAN	0.04	U
PRS8_HUMAN	RARA_HUMAN	0.04	U
PSA2_HUMAN	PSA5_HUMAN	0.04	U
PSA2_HUMAN	PSA7_HUMAN	0.04	U
PSD11_HUMAN	PSD13_HUMAN	0.04	U
PSD12_HUMAN	PSD13_HUMAN	0.04	U
PSD13_HUMAN	PSMD4_HUMAN	0.04	U
PSMD4_HUMAN	RD23A_HUMAN	0.04	U
PSMD4_HUMAN	RD23B_HUMAN	0.04	U
PSMD4_HUMAN	UBQL1_HUMAN	0.04	U
PTTG1_HUMAN	PTTG_HUMAN	0.04	U
PTTG1_HUMAN	RS10_HUMAN	0.04	U
Q56A76_HUMAN	SIN3A_HUMAN	0.04	U
Q56A76_HUMAN	SMRC1_HUMAN	0.04	U
Q6FIE9_HUMAN	TOM1_HUMAN	0.04	U
R51A1_HUMAN	RAD51_HUMAN	0.04	U
RAB5A_HUMAN	RABE1_HUMAN	0.04	U
RAD21_HUMAN	SMC3_HUMAN	0.04	U
RAD21_HUMAN	STAG2_HUMAN	0.04	U
RAD21_HUMAN	WAPL_HUMAN	0.04	U
RAGP1_HUMAN	SUMO1_HUMAN	0.04	U
RAGP1_HUMAN	UBC9_HUMAN	0.04	U
RANG_HUMAN	RAN_HUMAN	0.04	U
RAN_HUMAN	RBP2_HUMAN	0.04	U
RAN_HUMAN	TNPO1_HUMAN	0.04	U
RBM5_HUMAN	SR140_HUMAN	0.2	U
RBMX_HUMAN	TRA2B_HUMAN	0.04	U
RBP2_HUMAN	UBC9_HUMAN	0.04	U
RBX1_HUMAN	UB2D2_HUMAN	0.04	U
RB_HUMAN	TAF1_HUMAN	0.04	U
RB_HUMAN	TRIPB_HUMAN	0.04	U
RB_HUMAN	UBF1_HUMAN	0.04	U
RD23B_HUMAN	XPC_HUMAN	0.04	U
REN3B_HUMAN	RENT1_HUMAN	0.04	U
RENT1_HUMAN	SMG5_HUMAN	0.04	U
RENT1_HUMAN	STAU1_HUMAN	0.04	U
RHOA_HUMAN	ROCK1_HUMAN	0.04	U
RHOA_HUMAN	TRIO_HUMAN	0.04	U
RIC8A_HUMAN	UBQL1_HUMAN	0.04	U
RIPK1_HUMAN	TNR1A_HUMAN	0.04	U
RIPK1_HUMAN	TRAF2_HUMAN	0.04	U
RN168_HUMAN	UBE2N_HUMAN	0.04	U
RN169_HUMAN	SUMO2_HUMAN	0.04	U
RNF25_HUMAN	UB2D2_HUMAN	0.04	U
RNF31_HUMAN	TNFA_HUMAN	0.04	U
RNF8_HUMAN	UBE2N_HUMAN	0.04	U
ROCK1_HUMAN	ADDA_HUMAN	0.04	D
ROCK1_HUMAN	MYPT1_HUMAN	0.04	D
ROCK1_HUMAN	RHG35_HUMAN	0.04	D
RPTOR_HUMAN	RRAGA_HUMAN	0.04	U
RRAGA_HUMAN	RRAGC_HUMAN	0.04	U
RRAGA_HUMAN	RRAGD_HUMAN	0.04	U
RSF1_HUMAN	SMCA5_HUMAN	0.04	U
SAFB1_HUMAN	SAFB2_HUMAN	0.04	U
SATB1_HUMAN	UBC9_HUMAN	0.04	U
SCAFB_HUMAN	U2AF2_HUMAN	0.04	U
SENP1_HUMAN	SUMO2_HUMAN	0.04	U
SENP2_HUMAN	SUMO1_HUMAN	0.04	U
SENP3_HUMAN	SUMO2_HUMAN	0.04	U
SET1A_HUMAN	WDR5_HUMAN	0.04	U
SF3A1_HUMAN	SF3A3_HUMAN	0.04	U
SFPQ_HUMAN	SUMO1_HUMAN	0.04	U
SGK1_HUMAN	NDRG1_HUMAN	0.04	D
SGK1_HUMAN	NDRG2_HUMAN	0.04	D
SGK3_HUMAN	FLII_HUMAN	0.05	D
SIAH1_HUMAN	UB2D2_HUMAN	0.04	U
SMAD3_HUMAN	SMAD4_HUMAN	0.04	U
SMAD3_HUMAN	UBP15_HUMAN	0.04	U
SMAD4_HUMAN	TGFA1_HUMAN	0.04	U
SMC1A_HUMAN	SMC3_HUMAN	0.04	U
SMCE1_HUMAN	SMRC1_HUMAN	0.04	U
SMRCD_HUMAN	SUMO2_HUMAN	0.04	U
SNUT1_HUMAN	SUMO2_HUMAN	0.04	U
SNUT1_HUMAN	UBL5_HUMAN	0.04	U
SP16H_HUMAN	SSRP1_HUMAN	0.04	U
SQSTM_HUMAN	TRAF6_HUMAN	0.04	U
SRC_HUMAN	BCLF1_HUMAN	0.04	D
SRC_HUMAN	EMD_HUMAN	0.04	D
SRC_HUMAN	FIP1_HUMAN	0.04	D
SRC_HUMAN	GDIR2_HUMAN	0.04	D
SRC_HUMAN	GTF2I_HUMAN	0.04	D
SRC_HUMAN	HNRPK_HUMAN	0.04	D
SRC_HUMAN	SPD2B_HUMAN	0.04	D
SRC_HUMAN	SRRT_HUMAN	0.04	D
SRC_HUMAN	ZC3H4_HUMAN	0.04	D
SSRP1_HUMAN	SUMO2_HUMAN	0.04	U
STK39_HUMAN	S12A2_HUMAN	0.08	D
STK39_HUMAN	S4A4_HUMAN	0.08	D
SUGP1_HUMAN	U2AF2_HUMAN	0.04	U
SUMO1_HUMAN	TOP2B_HUMAN	0.04	U
SUMO2_HUMAN	TF3C1_HUMAN	0.04	U
SUMO2_HUMAN	TFR1_HUMAN	0.04	U
SUMO2_HUMAN	TPR_HUMAN	0.04	U
SUMO2_HUMAN	UBC9_HUMAN	0.04	U
SUMO2_HUMAN	ZN451_HUMAN	0.04	U
T2EA_HUMAN	T2EB_HUMAN	0.04	U
T2EA_HUMAN	TBP_HUMAN	0.04	U
T2FA_HUMAN	TAF1_HUMAN	0.04	U
TAF1_HUMAN	TBP_HUMAN	0.04	U
TANK_HUMAN	TBK1_HUMAN	0.04	U
TB182_HUMAN	TNKS1_HUMAN	0.04	U
TBK1_HUMAN	IRF3_HUMAN	0.04	D
TBK1_HUMAN	TRAF2_HUMAN	0.04	U
TBP_HUMAN	TF2B_HUMAN	0.04	U
TDIF1_HUMAN	TDT_HUMAN	0.21	U
TERF1_HUMAN	TNKS1_HUMAN	0.04	U
TF3C1_HUMAN	TF3C2_HUMAN	0.04	U
TFR1_HUMAN	TRFE_HUMAN	0.12	U
TNFA_HUMAN	TNR1A_HUMAN	0.04	U
TNIK_HUMAN	TRAF2_HUMAN	0.04	U
TOPK_HUMAN	PRC1_HUMAN	0.04	D
TRAF2_HUMAN	TRAF6_HUMAN	0.04	U
TRAF6_HUMAN	UBE2N_HUMAN	0.04	U
UBE2N_HUMAN	ZNRF2_HUMAN	0.04	U
UBP11_HUMAN	UBP7_HUMAN	0.04	U
VRK1_HUMAN	BAF_HUMAN	0.04	D
WASP_HUMAN	WIPF1_HUMAN	0.04	U
WASP_HUMAN	WIPF2_HUMAN	0.04	U
WRN_HUMAN	XRCC6_HUMAN	0.04	U
ZAP70_HUMAN	DBNL_HUMAN	0.05	D
ZAP70_HUMAN	DUS3_HUMAN	0.05	D
ESYT1_HUMAN	ESYT2_HUMAN	0.26	U
PRR12_HUMAN	PUM1_HUMAN	0.33	U
SASH3_HUMAN	SC22B_HUMAN	0.18	U
2A5D_HUMAN	NEK1_HUMAN	0.12	U
5NTC_HUMAN	SZRD1_HUMAN	0.12	U
AFF4_HUMAN	ELL2_HUMAN	0.12	U
CENPF_HUMAN	NDE1_HUMAN	0.18	U
CENPF_HUMAN	NU133_HUMAN	0.12	U
CHAP1_HUMAN	TXLNG_HUMAN	0.12	U
CLAP1_HUMAN	SPAG5_HUMAN	0.13	U
CPIN1_HUMAN	ENY2_HUMAN	0.18	U
DCP1B_HUMAN	EDC4_HUMAN	0.09	U
EDC4_HUMAN	FBLN1_HUMAN	0.12	U
FNBP4_HUMAN	LBR_HUMAN	0.12	U
FOXK1_HUMAN	GAPD1_HUMAN	0.12	U
FOXK1_HUMAN	UBP24_HUMAN	0.12	U
IWS1_HUMAN	SETD2_HUMAN	0.18	U
KCC4_HUMAN	STMN1_HUMAN	0.12	D
KTNA1_HUMAN	KTNB1_HUMAN	0.21	U
LMO7_HUMAN	UBAC2_HUMAN	0.15	U
MADD_HUMAN	VP13D_HUMAN	0.12	U
MPLKI_HUMAN	RBM27_HUMAN	0.15	U
MPLKI_HUMAN	SCAM3_HUMAN	0.12	U
NF2IP_HUMAN	NFAC2_HUMAN	0.12	U
NIPBL_HUMAN	SCC4_HUMAN	0.15	U
NOL8_HUMAN	RRAGD_HUMAN	0.12	U
NUCKS_HUMAN	RBM42_HUMAN	0.12	U
PATL1_HUMAN	PHF20_HUMAN	0.24	U
PDS5B_HUMAN	WAPL_HUMAN	0.12	U
PHF8_HUMAN	SET1A_HUMAN	0.15	U
RALY_HUMAN	WDR62_HUMAN	0.12	U
RB15B_HUMAN	RBM15_HUMAN	0.18	U
RBM27_HUMAN	ZC11A_HUMAN	0.12	U
SERF2_HUMAN	VTDB_HUMAN	0.18	U
TBCD5_HUMAN	VP26B_HUMAN	0.21	U
TDIF1_HUMAN	TREF1_HUMAN	0.13	U
TXLNG_HUMAN	WIPF2_HUMAN	0.12	U
TXLNG_HUMAN	ZC11A_HUMAN	0.12	U
VPS72_HUMAN	ZC3H1_HUMAN	0.12	U
4ET_HUMAN	SPAG5_HUMAN	0.09	U
DEFI6_HUMAN	RAC2_HUMAN	0.09	U
GDIR2_HUMAN	RAC2_HUMAN	0.11	U
IBP2_HUMAN	TRFE_HUMAN	0.14	U
ICMT_HUMAN	RAC2_HUMAN	0.09	U
LIPA3_HUMAN	LIPB1_HUMAN	0.1	U
NFX1_HUMAN	SCPDL_HUMAN	0.08	U
2A5A_HUMAN	NEK1_HUMAN	0.08	U
CE022_HUMAN	WBP11_HUMAN	0.08	U
DDRGK_HUMAN	UFL1_HUMAN	0.07	U
IF2B1_HUMAN	UFL1_HUMAN	0.07	U
PDS5A_HUMAN	WAPL_HUMAN	0.07	U
RBM5_HUMAN	WBP11_HUMAN	0.08	U
MPRIP_HUMAN	MYPT1_HUMAN	0.08	U
NU153_HUMAN	SENP2_HUMAN	0.08	U
AB1IP_HUMAN	EVL_HUMAN	0.05	U
AB1IP_HUMAN	LCP2_HUMAN	0.06	U
ACAP1_HUMAN	TFR1_HUMAN	0.06	U
AFF4_HUMAN	ELL_HUMAN	0.06	U
AKA10_HUMAN	KAP3_HUMAN	0.06	U
AKA11_HUMAN	KAP3_HUMAN	0.06	U
AKP13_HUMAN	KPCL_HUMAN	0.06	U
AMPD2_HUMAN	PP4R2_HUMAN	0.06	U
ARI3A_HUMAN	E2F2_HUMAN	0.06	U
ARID2_HUMAN	PB1_HUMAN	0.06	U
AT7L3_HUMAN	ENY2_HUMAN	0.06	U
ATX2L_HUMAN	G3BP2_HUMAN	0.06	U
BANP_HUMAN	SP2_HUMAN	0.09	U
BCLF1_HUMAN	CHD1_HUMAN	0.06	U
BRAP_HUMAN	KSR1_HUMAN	0.06	U
BTF3_HUMAN	PDCD4_HUMAN	0.06	U
BTF3_HUMAN	RWDD4_HUMAN	0.06	U
CAF1A_HUMAN	CAF1B_HUMAN	0.06	U
CENPE_HUMAN	CENPF_HUMAN	0.06	U
CND2_HUMAN	DDX3X_HUMAN	0.05	U
DC1L1_HUMAN	PCNT_HUMAN	0.06	U
DCP1A_HUMAN	EDC3_HUMAN	0.02	U
DCP1A_HUMAN	ZCCHV_HUMAN	0.03	U
DCP1B_HUMAN	EDC3_HUMAN	0.09	U
DNJB6_HUMAN	SPT6H_HUMAN	0.06	U
DNMBP_HUMAN	EVL_HUMAN	0.06	U
DNMBP_HUMAN	WIPF2_HUMAN	0.06	U
ELF1_HUMAN	NFAC1_HUMAN	0.06	U
EPN4_HUMAN	STALP_HUMAN	0.06	U
FRYL_HUMAN	HOME3_HUMAN	0.06	U
GPTC8_HUMAN	NUMBL_HUMAN	0.06	U
GRAP2_HUMAN	LAX1_HUMAN	0.06	U
HAUS6_HUMAN	YBOX3_HUMAN	0.09	U
HMGB3_HUMAN	THIC_HUMAN	0.06	U
IWS1_HUMAN	SPT6H_HUMAN	0.06	U
LAP2B_HUMAN	LMNB1_HUMAN	0.05	U
LARP1_HUMAN	RRP1B_HUMAN	0.06	U
LCP2_HUMAN	PHAG1_HUMAN	0.06	U
MTMR2_HUMAN	MTMR5_HUMAN	0.06	U
MTMR2_HUMAN	SZRD1_HUMAN	0.06	U
NOL8_HUMAN	RRAGC_HUMAN	0.06	U
NPAT_HUMAN	WEE1_HUMAN	0.06	U
NU107_HUMAN	NU153_HUMAN	0.06	U
NU107_HUMAN	WRIP1_HUMAN	0.06	U
ORC1_HUMAN	ORC3_HUMAN	0.06	U
OSB11_HUMAN	WDR44_HUMAN	0.06	U
P66A_HUMAN	PAK4_HUMAN	0.06	U
PCM1_HUMAN	PCNT_HUMAN	0.06	U
PPAC_HUMAN	SMBT1_HUMAN	0.06	U
PRC2A_HUMAN	SSRG_HUMAN	0.06	U
PRC2A_HUMAN	UBP2L_HUMAN	0.06	U
REN3B_HUMAN	WBP11_HUMAN	0.06	U
RN168_HUMAN	TRIPC_HUMAN	0.04	U
RRP1B_HUMAN	SDF2L_HUMAN	0.06	U
RRP1B_HUMAN	SRSF6_HUMAN	0.06	U
SH3K1_HUMAN	SHKB1_HUMAN	0.06	U
SLK_HUMAN	TTC4_HUMAN	0.06	U
SNP23_HUMAN	STXB5_HUMAN	0.06	U
SNX2_HUMAN	TBC15_HUMAN	0.06	U
SRS10_HUMAN	SRSF6_HUMAN	0.05	U
SRS10_HUMAN	TCOF_HUMAN	0.05	U
TCOF_HUMAN	TTC4_HUMAN	0.06	U
TDIF2_HUMAN	TDT_HUMAN	0.06	U
TTC4_HUMAN	TXLNG_HUMAN	0.05	U
WBP11_HUMAN	ZC3HD_HUMAN	0.06	U
AKAP1_HUMAN	KAP3_HUMAN	0.04	U
ARI4B_HUMAN	SP130_HUMAN	0.06	U
ARP10_HUMAN	HINT1_HUMAN	0.04	U
BRAP_HUMAN	CENPF_HUMAN	0.04	U
CEP55_HUMAN	MB12A_HUMAN	0.05	U
CEP55_HUMAN	P121A_HUMAN	0.05	U
CEP55_HUMAN	PCNT_HUMAN	0.04	U
CND1_HUMAN	NU153_HUMAN	0.04	U
CO3_HUMAN	VTDB_HUMAN	0.04	U
DCP1A_HUMAN	DCP1B_HUMAN	0.01	U
E2F2_HUMAN	TFDP2_HUMAN	0.04	U
EP400_HUMAN	TBCD4_HUMAN	0.05	U
EXOC1_HUMAN	EXOC4_HUMAN	0.05	U
EXOC1_HUMAN	TRIO_HUMAN	0.05	U
I2BP2_HUMAN	RIC8A_HUMAN	0.04	U
IKZF1_HUMAN	IKZF2_HUMAN	0.04	U
KAP3_HUMAN	LASP1_HUMAN	0.04	U
LAP2A_HUMAN	LMNB1_HUMAN	0.04	U
LBR_HUMAN	LMNB1_HUMAN	0.03	U
LGUL_HUMAN	PPAC_HUMAN	0.04	U
LMNB1_HUMAN	TOIP1_HUMAN	0.04	U
MB12A_HUMAN	SH3K1_HUMAN	0.04	U
PACS1_HUMAN	WDR37_HUMAN	0.04	U
PCBP2_HUMAN	PTBP1_HUMAN	0.04	U
SCAM2_HUMAN	SNP23_HUMAN	0.04	U
SR140_HUMAN	TBCD4_HUMAN	0.05	U
COR1A_HUMAN	YTDC1_HUMAN	0.04	U
EDC4_HUMAN	YTDC1_HUMAN	0.04	U
KAT6A_HUMAN	RERE_HUMAN	0.04	U
KIF2A_HUMAN	KLC2_HUMAN	0.03	U
KLC2_HUMAN	PATL1_HUMAN	0.04	U
KLC2_HUMAN	SLAI2_HUMAN	0.04	U
MPRIP_HUMAN	YTDC1_HUMAN	0.04	U
PRC2A_HUMAN	RERE_HUMAN	0.04	U
PRC2B_HUMAN	RERE_HUMAN	0.04	U
PRSR2_HUMAN	YTDC1_HUMAN	0.04	U
AKP8L_HUMAN	LBR_HUMAN	0.03	U
ATAD2_HUMAN	E2F2_HUMAN	0.03	U
ATAD5_HUMAN	BAZ1B_HUMAN	0.03	U
ATAD5_HUMAN	UBP1_HUMAN	0.03	U
BAZ1A_HUMAN	BAZ1B_HUMAN	0.03	U
